location_id,city,state,season_year,crop_label,confidence_label,data_quality_flag,sensor_nitrogen,sensor_phosphorus,sensor_potassium,sensor_temperature,sensor_moisture,sensor_ec,sensor_ph,weather_temp_mean,weather_humidity_mean,weather_rainfall_mm,weather_sunshine_hrs,weather_wind_speed,lat,lon,altitude_m,organic_carbon_pct,irrigation_available,moisture_deficit,ec_stress_flag,month_sin,month_cos,soil_drainage_ordinal,drainage_class_encoded,agro_zone_encoded,soil_type_Alluvial,soil_type_Black (Regur),soil_type_Clay,soil_type_Laterite,soil_type_Red,soil_type_Sandy,soil_texture_Clay,soil_texture_Clay Loam,soil_texture_Gravelly Loam,soil_texture_Heavy Clay,soil_texture_Sand,soil_texture_Sandy Loam,soil_texture_Silt Loam,soil_texture_Silty Clay,is_season_Kharif,is_season_Rabi,is_season_Zaid,crop_label_encoded
MH-KNK-06,Alibaug,Maharashtra,2024,Brinjal,uncertain,clean,96.47,75.53,126.94,35.8,47.0,1431.0,6.8,36.7,43.7,9.9,10.0,12.0,18.6488,72.8748,6,0.64,0,46.01,0,0.8660254037844387,-0.4999999999999998,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
MH-KNK-06,Alibaug,Maharashtra,2024,Brinjal,uncertain,clean,89.3,64.49,111.26,38.1,48.6,1748.0,6.9,36.3,44.3,11.4,9.9,9.3,18.6488,72.8748,6,0.64,0,47.46,0,0.8660254037844387,-0.4999999999999998,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
MH-KNK-06,Alibaug,Maharashtra,2024,Brinjal,uncertain,clean,125.85,75.25,133.91,31.1,45.4,1703.0,6.5,29.9,42.6,3.3,9.3,14.6,18.6488,72.8748,6,0.64,0,45.07,0,1.0,6.123233995736766e-17,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,136.14,58.73,123.73,27.5,67.8,1142.0,6.2,27.1,74.3,254.7,4.2,17.2,18.6488,72.8748,6,0.64,0,42.33,0,-0.8660254037844386,0.5000000000000001,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,161.17,83.08,97.29,26.8,64.1,1256.0,6.8,27.5,67.4,321.2,5.3,9.8,18.6488,72.8748,6,0.64,0,31.979999999999997,0,-0.4999999999999997,-0.8660254037844388,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,125.44,66.04,83.46,30.4,68.5,853.0,6.3,30.3,78.9,285.8,5.7,16.1,18.6488,72.8748,6,0.64,0,39.92,0,-0.8660254037844386,0.5000000000000001,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,207.24,80.42,134.29,28.6,56.2,806.0,6.7,28.5,78.9,107.2,4.0,10.5,18.6488,72.8748,6,0.64,0,45.480000000000004,0,1.2246467991473532e-16,-1.0,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,175.57,63.32,123.85,32.2,62.1,1267.0,6.8,31.6,67.1,347.3,5.5,10.7,18.6488,72.8748,6,0.64,0,27.369999999999997,0,1.2246467991473532e-16,-1.0,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,108.63,57.03,133.2,26.3,48.4,1189.0,6.7,27.0,68.1,95.0,6.3,10.3,18.6488,72.8748,6,0.64,0,38.9,0,-1.0,-1.8369701987210297e-16,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,136.63,54.97,112.93,31.9,63.7,870.0,6.8,30.9,85.5,327.9,4.7,9.1,18.6488,72.8748,6,0.64,0,30.910000000000004,0,-1.0,-1.8369701987210297e-16,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,147.83,74.07,152.86,29.4,64.7,1155.0,6.9,29.0,78.7,256.4,5.7,18.0,18.6488,72.8748,6,0.64,0,39.06,0,-1.0,-1.8369701987210297e-16,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,124.04,66.72,120.5,26.9,58.1,1097.0,6.4,27.2,86.9,251.7,6.2,13.9,18.6488,72.8748,6,0.64,0,32.93,0,-1.0,-1.8369701987210297e-16,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,128.65,69.04,102.47,29.8,54.8,910.0,6.5,27.9,75.2,136.0,4.0,17.7,18.6488,72.8748,6,0.64,0,41.199999999999996,0,1.2246467991473532e-16,-1.0,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,111.78,57.78,113.22,28.5,59.1,1049.0,6.6,29.7,71.3,242.0,4.0,16.7,18.6488,72.8748,6,0.64,0,34.9,0,1.2246467991473532e-16,-1.0,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Rice,high,clean,178.93,72.79,119.48,31.3,67.1,1012.0,6.4,31.3,85.0,187.6,4.1,12.2,18.6488,72.8748,6,0.64,0,48.33999999999999,0,-0.4999999999999997,-0.8660254037844388,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17
MH-KNK-06,Alibaug,Maharashtra,2025,Wheat,uncertain,clean,100.38,65.36,97.45,20.5,44.0,1884.0,6.4,19.6,51.7,16.6,7.8,6.8,18.6488,72.8748,6,0.64,0,42.34,0,-0.5000000000000004,0.8660254037844384,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
MH-KNK-06,Alibaug,Maharashtra,2025,Wheat,uncertain,clean,143.02,97.2,141.99,21.9,51.0,2094.0,6.4,21.0,54.6,3.7,7.9,11.3,18.6488,72.8748,6,0.64,0,50.63,0,0.8660254037844386,0.5000000000000001,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
MH-KNK-06,Alibaug,Maharashtra,2025,Wheat,uncertain,clean,99.78,88.53,147.37,21.6,54.6,1814.0,6.7,20.5,49.0,0.4,7.1,11.8,18.6488,72.8748,6,0.64,0,54.56,0,-0.5000000000000004,0.8660254037844384,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
MH-KNK-06,Alibaug,Maharashtra,2025,Wheat,uncertain,clean,101.45,98.23,114.37,27.3,56.0,1801.0,7.0,25.0,51.9,20.3,8.5,9.5,18.6488,72.8748,6,0.64,0,53.97,0,0.8660254037844386,0.5000000000000001,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
MH-KNK-06,Alibaug,Maharashtra,2025,Wheat,uncertain,clean,127.26,69.64,118.19,22.8,51.1,2036.0,6.7,23.9,56.2,23.1,8.9,9.7,18.6488,72.8748,6,0.64,0,48.79,0,-2.4492935982947064e-16,1.0,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
MH-KNK-06,Alibaug,Maharashtra,2025,Wheat,uncertain,clean,134.76,105.7,153.11,21.9,43.6,2026.0,7.0,20.2,37.1,20.3,8.3,10.1,18.6488,72.8748,6,0.64,0,41.57,0,-0.5000000000000004,0.8660254037844384,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
MH-KNK-06,Alibaug,Maharashtra,2025,Wheat,uncertain,clean,157.24,83.69,168.56,21.7,55.4,2020.0,7.4,23.1,58.7,14.4,7.4,11.3,18.6488,72.8748,6,0.64,0,53.96,0,0.49999999999999994,0.8660254037844387,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
MH-KNK-06,Alibaug,Maharashtra,2025,Wheat,uncertain,clean,173.35,81.54,153.68,21.2,44.0,2170.0,7.2,20.8,55.5,6.6,7.2,7.8,18.6488,72.8748,6,0.64,0,43.34,0,0.49999999999999994,0.8660254037844387,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25
MH-KNK-06,Alibaug,Maharashtra,2025,Brinjal,uncertain,clean,91.64,73.73,133.72,36.7,59.8,1609.0,7.1,36.4,35.1,13.2,9.4,10.0,18.6488,72.8748,6,0.64,0,58.48,0,1.0,6.123233995736766e-17,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
MH-KNK-06,Alibaug,Maharashtra,2025,Brinjal,uncertain,clean,99.52,61.87,139.4,28.6,54.6,1910.0,6.5,29.0,22.3,3.0,9.9,10.9,18.6488,72.8748,6,0.64,0,54.300000000000004,0,0.49999999999999994,-0.8660254037844387,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
MH-KNK-06,Alibaug,Maharashtra,2025,Brinjal,uncertain,clean,101.07,74.68,133.29,33.1,57.1,1822.0,6.9,32.8,41.8,13.1,9.4,12.5,18.6488,72.8748,6,0.64,0,55.79,0,0.8660254037844387,-0.4999999999999998,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
MH-KNK-06,Alibaug,Maharashtra,2025,Brinjal,uncertain,clean,108.67,72.66,141.7,27.1,47.2,1499.0,7.0,28.2,44.1,1.5,9.9,10.9,18.6488,72.8748,6,0.64,0,47.050000000000004,0,0.49999999999999994,-0.8660254037844387,7,4,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
MH-KNK-07,Dapoli,Maharashtra,2023,Black Gram,high,clean,27.38,14.11,61.38,29.9,32.5,573.0,6.1,30.7,79.4,185.8,5.4,13.4,17.755,73.1821,250,0.43,0,13.919999999999998,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2023,Black Gram,high,clean,46.04,42.27,61.14,30.3,29.5,501.0,6.9,29.6,75.4,308.2,5.2,15.2,17.755,73.1821,250,0.43,0,-1.3200000000000003,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2023,Black Gram,high,clean,26.72,47.72,66.57,27.9,36.0,503.0,6.5,29.9,71.2,222.8,4.6,13.0,17.755,73.1821,250,0.43,0,13.719999999999999,0,-0.8660254037844385,-0.5000000000000004,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2023,Groundnut,medium,clean,36.53,42.26,111.54,26.9,38.2,299.0,5.8,27.1,75.3,194.3,6.6,13.6,17.755,73.1821,250,0.43,0,18.77,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-07,Dapoli,Maharashtra,2023,Groundnut,medium,clean,67.32,49.94,70.85,31.8,28.3,344.0,6.0,31.6,73.3,229.2,5.9,10.0,17.755,73.1821,250,0.43,0,5.379999999999999,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-07,Dapoli,Maharashtra,2023,Sesame,high,clean,59.59,30.15,57.9,30.6,28.6,349.0,6.8,31.1,78.6,219.9,4.0,11.4,17.755,73.1821,250,0.43,0,6.609999999999999,0,-0.8660254037844385,-0.5000000000000004,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-07,Dapoli,Maharashtra,2023,Groundnut,medium,clean,78.96,63.59,99.9,28.9,30.7,412.0,5.8,30.4,67.4,114.7,6.4,10.1,17.755,73.1821,250,0.43,0,19.229999999999997,0,-0.4999999999999997,-0.8660254037844388,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-07,Dapoli,Maharashtra,2023,Green Gram,high,clean,30.61,32.0,68.78,24.7,31.5,452.0,6.0,26.2,74.5,277.1,6.8,11.2,17.755,73.1821,250,0.43,0,3.7899999999999956,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
MH-KNK-07,Dapoli,Maharashtra,2023,Groundnut,medium,clean,46.91,56.69,120.72,26.7,30.0,573.0,6.6,30.6,80.2,275.8,4.1,13.0,17.755,73.1821,250,0.43,0,2.419999999999998,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-07,Dapoli,Maharashtra,2023,Black Gram,high,clean,40.39,24.47,43.05,27.4,33.0,378.0,6.5,29.8,68.4,205.4,5.5,12.6,17.755,73.1821,250,0.43,0,12.459999999999997,0,-0.8660254037844385,-0.5000000000000004,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2023,Black Gram,high,clean,36.41,29.7,57.63,28.8,26.3,694.0,6.4,31.4,81.3,118.0,6.2,11.3,17.755,73.1821,250,0.43,0,14.5,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2023,Bajra,medium,clean,92.65,46.43,54.22,26.2,35.0,335.0,6.2,29.2,73.6,239.6,6.4,13.6,17.755,73.1821,250,0.43,0,11.04,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MH-KNK-07,Dapoli,Maharashtra,2023,Grape,medium,clean,79.26,80.43,127.9,18.9,30.1,1087.0,7.0,18.9,52.9,19.9,8.9,9.9,17.755,73.1821,250,0.43,0,28.110000000000003,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2023,Grape,medium,clean,114.93,88.84,189.77,19.0,28.0,930.0,7.1,19.9,51.4,15.0,8.9,5.9,17.755,73.1821,250,0.43,0,26.5,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2023,Grape,medium,clean,111.6,75.79,162.27,20.4,26.9,787.0,6.7,22.4,52.1,20.3,8.1,11.6,17.755,73.1821,250,0.43,0,24.869999999999997,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2023,Grape,medium,clean,65.6,80.84,170.21,21.8,29.6,823.0,6.3,24.3,53.2,7.6,8.1,11.4,17.755,73.1821,250,0.43,0,28.84,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2023,Grape,medium,clean,99.67,85.46,166.93,21.9,28.2,644.0,6.5,21.9,52.2,3.5,8.4,9.6,17.755,73.1821,250,0.43,0,27.849999999999998,0,0.49999999999999994,0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2023,Grape,medium,clean,74.75,80.11,166.59,20.9,23.5,901.0,6.8,21.4,45.2,6.9,7.5,5.1,17.755,73.1821,250,0.43,0,22.81,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2023,Grape,medium,clean,75.15,99.47,160.78,19.1,30.1,678.0,6.4,20.5,59.6,14.6,7.9,8.8,17.755,73.1821,250,0.43,0,28.64,0,-0.5000000000000004,0.8660254037844384,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2023,Grape,medium,clean,106.82,86.91,183.61,14.1,28.1,867.0,6.6,15.4,39.4,27.1,8.3,10.1,17.755,73.1821,250,0.43,0,25.39,0,0.49999999999999994,0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2023,Tomato,medium,clean,158.43,92.77,150.52,37.7,29.9,440.0,5.5,39.1,31.5,5.4,8.6,8.1,17.755,73.1821,250,0.43,0,29.36,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23
MH-KNK-07,Dapoli,Maharashtra,2023,Tomato,medium,clean,108.63,92.07,166.22,29.5,26.8,642.0,5.2,31.5,43.0,8.6,8.9,11.7,17.755,73.1821,250,0.43,0,25.94,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23
MH-KNK-07,Dapoli,Maharashtra,2023,Chilli,uncertain,clean,44.83,28.97,74.07,30.2,24.8,785.0,6.3,31.0,25.7,10.7,8.7,12.2,17.755,73.1821,250,0.43,0,23.73,0,0.8660254037844387,-0.4999999999999998,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4
MH-KNK-07,Dapoli,Maharashtra,2023,Tomato,medium,clean,110.45,76.91,182.21,27.1,29.9,484.0,5.0,29.4,33.2,17.8,10.3,14.4,17.755,73.1821,250,0.43,0,28.119999999999997,0,0.8660254037844387,-0.4999999999999998,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,23
MH-KNK-07,Dapoli,Maharashtra,2024,Sesame,high,clean,41.28,48.07,65.08,24.9,28.5,340.0,6.1,28.4,82.0,129.8,5.5,10.8,17.755,73.1821,250,0.43,0,15.519999999999998,0,-0.4999999999999997,-0.8660254037844388,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-07,Dapoli,Maharashtra,2024,Black Gram,high,clean,20.88,39.81,43.79,25.6,31.6,470.0,6.7,26.9,81.8,263.9,5.8,14.5,17.755,73.1821,250,0.43,0,5.210000000000001,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2024,Groundnut,medium,clean,12.2,48.47,68.48,29.4,29.1,219.0,5.3,28.5,71.2,157.0,6.3,9.8,17.755,73.1821,250,0.43,0,13.4,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-07,Dapoli,Maharashtra,2024,Sesame,high,clean,50.15,35.71,74.18,29.8,35.1,389.0,6.0,31.3,72.7,331.6,6.5,15.6,17.755,73.1821,250,0.43,0,1.9399999999999977,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-07,Dapoli,Maharashtra,2024,Sesame,high,clean,64.48,45.15,74.09,29.5,31.9,506.0,6.2,31.2,65.7,90.9,6.4,11.1,17.755,73.1821,250,0.43,0,22.809999999999995,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-07,Dapoli,Maharashtra,2024,Green Gram,high,clean,20.55,35.87,56.59,26.5,29.5,566.0,6.4,27.2,87.3,211.2,5.9,11.7,17.755,73.1821,250,0.43,0,8.379999999999999,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
MH-KNK-07,Dapoli,Maharashtra,2024,Groundnut,medium,clean,49.44,37.96,58.9,24.8,39.2,232.0,6.2,26.8,80.4,246.7,4.0,10.5,17.755,73.1821,250,0.43,0,14.530000000000001,0,-0.4999999999999997,-0.8660254037844388,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8
MH-KNK-07,Dapoli,Maharashtra,2024,Black Gram,high,clean,25.22,25.28,45.18,25.1,41.0,430.0,6.7,26.2,75.2,281.7,6.1,17.1,17.755,73.1821,250,0.43,0,12.829999999999998,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2024,Black Gram,uncertain,anomaly:marginal_ph,14.99,33.92,69.61,27.4,35.4,478.0,5.7,27.7,88.6,348.3,4.5,10.3,17.755,73.1821,250,0.43,0,0.5699999999999932,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2024,Bajra,uncertain,anomaly:sensor_drift,117.02,26.69,104.24,24.2,36.2,383.0,5.9,26.8,82.3,165.9,4.1,17.1,17.755,73.1821,250,0.43,0,19.610000000000003,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MH-KNK-07,Dapoli,Maharashtra,2024,Green Gram,high,clean,30.27,27.12,53.89,26.5,32.0,287.0,5.4,26.9,74.2,291.0,5.5,15.7,17.755,73.1821,250,0.43,0,2.8999999999999986,0,-1.0,-1.8369701987210297e-16,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
MH-KNK-07,Dapoli,Maharashtra,2024,Green Gram,high,clean,23.98,27.85,40.47,25.6,28.6,545.0,6.2,29.2,67.0,347.4,4.2,9.5,17.755,73.1821,250,0.43,0,-6.140000000000001,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
MH-KNK-07,Dapoli,Maharashtra,2024,Grape,medium,clean,99.13,78.12,153.7,21.1,32.3,640.0,6.8,21.8,58.1,29.3,7.3,8.0,17.755,73.1821,250,0.43,0,29.369999999999997,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2024,Grape,medium,clean,72.9,73.43,200.06,21.7,24.2,817.0,6.9,22.3,57.9,10.9,7.8,7.0,17.755,73.1821,250,0.43,0,23.11,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2024,Grape,medium,clean,78.77,60.1,190.31,22.3,26.5,818.0,6.3,24.7,36.0,3.0,7.9,11.9,17.755,73.1821,250,0.43,0,26.2,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2024,Grape,medium,clean,79.45,67.56,164.37,16.1,27.4,579.0,6.0,17.1,54.2,27.4,9.9,5.9,17.755,73.1821,250,0.43,0,24.659999999999997,0,0.49999999999999994,0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2024,Grape,medium,clean,92.39,71.22,142.11,14.0,25.9,683.0,6.0,17.0,53.7,15.9,8.8,6.8,17.755,73.1821,250,0.43,0,24.31,0,0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2024,Grape,medium,clean,89.91,68.49,125.2,18.9,23.2,590.0,6.8,19.6,42.1,19.9,7.4,6.0,17.755,73.1821,250,0.43,0,21.21,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2024,Grape,medium,clean,77.52,65.95,150.74,23.5,36.4,618.0,6.9,25.1,45.2,18.6,7.5,8.4,17.755,73.1821,250,0.43,0,34.54,0,0.49999999999999994,0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2024,Grape,medium,clean,66.39,90.12,136.79,20.1,30.8,760.0,5.8,20.8,53.2,26.0,9.6,9.2,17.755,73.1821,250,0.43,0,28.2,0,-2.4492935982947064e-16,1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
MH-KNK-07,Dapoli,Maharashtra,2024,Chilli,uncertain,clean,26.96,34.37,34.0,36.3,33.1,453.0,6.0,39.6,20.8,9.2,9.7,14.1,17.755,73.1821,250,0.43,0,32.18,0,0.49999999999999994,-0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,4
MH-KNK-07,Dapoli,Maharashtra,2024,Okra,high,clean,21.58,16.96,60.66,38.1,24.5,589.0,6.2,39.8,44.2,13.5,8.2,12.6,17.755,73.1821,250,0.43,0,23.15,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-07,Dapoli,Maharashtra,2024,Okra,high,clean,42.88,38.03,50.1,27.9,27.1,725.0,5.9,30.5,38.8,13.4,9.5,10.6,17.755,73.1821,250,0.43,0,25.76,0,1.0,6.123233995736766e-17,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-07,Dapoli,Maharashtra,2024,Okra,high,clean,57.04,11.58,42.41,30.5,35.6,552.0,5.7,33.8,39.2,16.7,8.9,9.4,17.755,73.1821,250,0.43,0,33.93,0,0.49999999999999994,-0.8660254037844387,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,13
MH-KNK-07,Dapoli,Maharashtra,2025,Green Gram,high,clean,38.92,44.12,64.4,27.3,36.1,412.0,6.3,28.6,68.5,247.0,4.1,16.8,17.755,73.1821,250,0.43,0,11.399999999999999,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
MH-KNK-07,Dapoli,Maharashtra,2025,Black Gram,high,clean,24.08,21.16,50.34,29.0,29.5,463.0,6.3,31.0,71.7,97.4,4.4,17.3,17.755,73.1821,250,0.43,0,19.759999999999998,0,-0.8660254037844386,0.5000000000000001,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
MH-KNK-07,Dapoli,Maharashtra,2025,Sesame,high,clean,49.16,47.65,36.48,25.3,38.0,335.0,5.6,26.2,78.4,336.2,4.5,8.7,17.755,73.1821,250,0.43,0,4.380000000000003,0,-0.8660254037844385,-0.5000000000000004,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,19
MH-KNK-07,Dapoli,Maharashtra,2025,Bajra,medium,clean,93.55,27.57,69.27,25.3,33.6,293.0,6.7,28.3,66.4,186.0,6.0,14.8,17.755,73.1821,250,0.43,0,15.0,0,1.2246467991473532e-16,-1.0,2,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
